 1   1
 2   1
 3  -1
 4  -2
 5   1
 6   1
 7   1
 8  -1
 9  -2
10  -1
11  -2
12  -5
13  -6
14  -7
15   1
16   1
17 -15
18 -16
19   1
20   1
21 -19
22 -20
23   1
24   1
25 -24
26   1
27   1
