 1   1
 2   1
 3   1
 4   1
 5   1
 6  -4
 7  -5
 8   1
 9   1
10  -9
11   1
12   1
13   1
14   1
15   1
16   1
17   1
18   1
19   1
20   1
21   1
22  -8
23  -9
24  -9
25 -11
26 -12
27 -13
28 -14
29 -15
30 -16
31 -17
32 -18
33 -19
34 -20
35 -21
36   1
37   1
38 -36
39 -37
40   1
41   1
42   1
43   1
44   1
45 -43
46 -44
47 -40
48   1
49   1
50 -16
51 -17
52   1
53 -19
54 -20
55   1
56 -16
57 -17
58 -52
59 -19
60 -20
61 -55
62 -41
63   1
64 -48
65   1
66   1
67   1
