 1   1
 2  -1
 3   1
 4   1
 5   1
 6   1
 7   1
 8  -4
 9  -5
10  -6
11   1
12   1
13 -11
14 -12
15   1
16   1
17   1
18   1
19 -17
20 -18
21   1
22   1
23 -21
24 -22
25   1
26   1
27 -25
28 -26
29   1
30   1
31 -29
32 -30
